project_id,label,close_rate,close_time
2413243,Multi,0.9526,227.6052
2415447,Multi,0.9519,46.5646
2418602,Multi,0.6548,83.0303
2420627,Multi,0.9751,22.0325
2423706,Single,0.2711,64.1468
2425898,Multi,0.9373,56.7726
2426737,Multi,0.6720,20.6724
2429241,Multi,0.8101,128.3923
2433681,Multi,0.9099,140.2107
2434082,Multi,0.8941,86.3136
2441524,Multi,1.0000,590.3243
2442020,Multi,0.5972,39.8953
2447212,Multi,0.7439,158.7830
2457736,Single,0.1506,51.5385
2465215,Multi,0.7579,116.1799
2466165,Multi,0.9353,17.8387
2466180,Multi,0.6354,157.9303
2472759,Multi,0.8458,51.6809
2477262,Multi,0.9050,61.7315
2477660,Multi,0.7450,106.4828
2480506,Multi,0.5090,168.5070
2483425,Multi,0.9328,68.2740
2486562,Multi,0.6568,63.3097
2496321,Multi,0.9987,136.2642
2496729,Multi,0.8628,78.8744
2511333,Multi,0.8952,112.2718
2520998,Multi,0.7902,198.3729
2526564,Multi,0.8781,47.0584
2540536,Multi,0.8799,95.8188
2546020,Multi,0.8585,157.2484
2558366,Multi,0.9613,75.3242
2560135,Multi,0.7031,95.5776
2561665,Multi,0.9016,187.8559
2561674,Multi,0.8566,319.9925
2562335,Multi,0.7247,156.4940
2562594,Multi,0.9748,36.2989
2565205,Multi,0.2932,149.3248
2565356,Multi,0.9623,46.9124
2568262,Multi,0.9127,195.6469
2568460,Single,0.5236,98.1278
2568962,Multi,0.5889,71.3978
2584385,Multi,0.5779,61.8156
2598206,Multi,0.9442,52.9451
2600047,Multi,0.9913,37.4520
2601228,Multi,0.4451,104.1151
2602271,Multi,0.8840,110.7240
2608774,Multi,0.9159,464.5342
2608927,Multi,1.0000,132.8000
2610282,"No Label",0.7672,102.2472
2615807,Multi,0.7332,55.2183
2617457,Single,0.8619,140.0433
2618191,Multi,0.6499,75.8516
2618625,Multi,0.9527,148.6701
2621939,Multi,0.9296,47.4096
2622698,Single,0.6855,59.5928
2625200,Multi,0.9446,103.7953
2626822,Multi,0.7452,24.2487
2628702,Single,0.9124,102.9600
2632149,Multi,0.9276,53.7695
2635629,Multi,0.8472,163.5825
2637064,Single,0.7455,119.6145
2641953,Multi,0.8216,164.3467
2644110,Multi,0.8103,116.3854
2644249,Single,0.7385,41.5827
2644488,Multi,0.8025,63.6523
2651141,Multi,0.8898,23.6150
2651358,Multi,0.8468,181.2761
2652874,Multi,0.3383,149.2342
2659145,Multi,0.8650,88.2788
2660425,Single,0.9454,186.2527
2661254,Multi,0.6093,109.0467
2661316,Multi,0.4584,165.0047
2662856,Multi,0.9952,93.6521
2664057,Multi,0.8316,138.7611
2664137,Multi,0.5240,83.6338
2687265,Multi,0.2867,296.0244
2687392,Multi,0.9397,90.0917
2689004,Multi,0.7799,66.7720
2692242,Multi,0.8420,77.6877
2696671,Multi,0.9385,51.9782
2696876,Multi,0.6571,108.5481
2697667,Multi,0.8826,46.5691
2698171,Single,0.8774,48.9825
2698780,Multi,0.7463,232.7149
2700169,Multi,0.9991,88.3212
2701692,Multi,0.6667,28.8345
2703533,Multi,0.6516,231.4604
2705342,Multi,0.7759,70.9630
2705575,Single,0.9087,49.8230
2709088,Multi,0.4727,58.9435
2709336,Multi,0.7329,108.2024
2712803,Multi,0.7391,127.7610
2713033,Multi,0.8219,118.1789
2714440,Multi,0.9436,42.8207
2715548,Multi,0.8182,39.6725
2716808,Multi,0.8405,62.1785
2716955,Multi,0.8825,32.2604
2717829,Multi,0.6893,80.0664
2717845,Multi,0.9460,75.8251
2719305,Multi,0.9163,90.9201
2722710,Multi,0.8104,618.8713
2723225,Multi,0.7123,168.3311
2726216,Multi,0.9970,308.8836
2726464,Multi,0.9265,62.9432
2728868,Single,0.8436,57.4865
2728943,Multi,0.8668,166.5081
2732676,Multi,0.7193,185.2829
2735477,Multi,0.8496,38.9503
2740299,Multi,0.8934,77.3830
2743115,Multi,0.9514,53.4253
2743171,Multi,0.9685,82.9050
2749024,Multi,0.9611,87.4104
2749125,Multi,0.6932,97.5175
2750079,Multi,0.5649,105.4662
2750505,Multi,0.5345,90.5215
2750511,Multi,0.7750,236.2170
2751109,Multi,0.8155,143.5629
2752178,Multi,0.8594,48.5449
2752840,Multi,0.8907,14.7646
2754788,Multi,0.9583,49.9855
2755333,Multi,0.8165,136.3480
2762002,Multi,0.6818,185.3500
2764014,Multi,0.8007,75.4661
2768008,Multi,0.9028,184.8655
2770186,Multi,0.7094,53.1917
2777067,Multi,0.8301,72.1190
2777142,Multi,0.7619,109.9205
2780313,Multi,0.7241,201.8349
2784031,Single,0.7422,79.0610
2785892,Multi,0.3653,70.3496
2786446,Multi,0.8188,99.4553
2793129,Multi,0.9652,36.9298
2794780,Multi,0.8747,91.2209
2795757,Multi,0.6996,195.9644
2799324,Multi,0.9002,104.9743
2802012,Multi,0.4878,54.1285
2802308,Multi,0.9791,37.4342
2802455,Multi,0.7380,91.9290
2803430,Multi,0.8954,93.9579
2804021,Multi,0.5459,50.1621
2804317,Multi,0.9163,76.0780
2814268,Single,0.8595,10.6923
2827429,Multi,0.7263,146.0885
2828285,Multi,0.9395,31.1570
2830037,Multi,0.7538,169.8188
2830173,Single,0.7468,49.4300
2831221,Multi,0.8771,23.8937
2832328,Single,0.9963,46.1765
2833045,Multi,0.8508,87.6136
2838495,Multi,0.8449,10.5314
2841644,Multi,0.6893,123.8689
2841681,Multi,0.6244,187.0217
2842570,Multi,0.7667,106.2112
2844212,"No Label",0.1212,76.6944
2845608,Multi,0.9519,278.6753
2846742,Multi,0.8926,38.0622
2847225,Multi,0.9454,75.5778
2847660,Multi,0.7345,111.2507
2847808,Multi,0.9953,193.4844
2851077,Single,0.3483,124.7079
2851222,Multi,0.8497,43.9980
2852547,Multi,0.7093,93.7764
2853132,Single,0.9462,30.3507
2857019,Multi,0.9420,166.8128
2858989,Multi,0.8576,51.5290
2863195,Multi,0.9619,80.0324
2864539,Single,0.9112,161.2233
2865420,Multi,0.9066,90.3176
2865583,Multi,0.9540,81.9663
2865968,Multi,0.8882,413.8556
2867021,Multi,0.7515,114.2300
2871498,Multi,0.9938,113.7368
2878976,Single,0.9787,172.7632
2882107,Multi,0.5494,48.0234
2887327,Multi,0.8951,81.7482
2889333,"No Label",0.9795,28.7254
2892743,Multi,0.8643,120.7090
2893590,Multi,0.8539,121.5116
2901938,Multi,0.4516,5.8036
2909103,Multi,0.6298,81.2788
2909122,Single,0.6486,111.2822
2909125,Multi,0.8218,35.8886
2911219,Multi,1.0000,83.9453
2916055,Multi,0.7985,215.7693
2918828,Multi,0.9431,59.3208
2920376,Multi,0.9208,143.2898
2920536,Multi,0.9143,62.6777
2920580,Multi,0.9241,31.5970
2920681,Multi,0.9221,79.0222
2921382,Multi,0.8359,99.9817
2922081,Multi,0.3891,49.9012
2922319,Multi,0.5071,97.1884
2922507,Multi,0.9010,167.3242
2925968,Multi,0.6657,112.8378
2933295,Multi,0.7177,61.3896
2936546,Multi,0.9333,28.7518
2939782,Multi,0.7067,121.0022
2941666,Multi,0.8328,12.3104
2954708,Multi,0.8856,74.0537
2957032,Multi,0.7812,128.7713
2959153,Multi,0.9194,89.8509
2961503,Single,0.9372,157.4403
2970277,Multi,0.8663,250.0950
2970586,Multi,0.8810,117.0569
2971051,Multi,0.8125,62.3446
2971693,Multi,0.7409,103.8907
2972400,Multi,0.7867,26.5661
2974390,Multi,0.7458,188.5131
2974635,Multi,0.9043,120.5519
2981995,Multi,0.9165,28.1273
2982141,Multi,0.2160,218.7452
2983472,Multi,0.5866,123.5663
2986734,Multi,0.7500,29.4788
2986884,Multi,0.9240,134.9887
2989453,Multi,0.9049,99.4247
2990357,Multi,0.6613,65.4360
2993155,Multi,0.6413,208.6730
2993312,Single,0.9217,17.6850
2994769,Multi,0.6628,117.4152
2994878,Multi,0.7840,77.3333
2995197,Multi,0.8009,74.1768
2995252,Multi,0.8955,98.5194
2995666,Multi,0.6449,20.7089
2995762,Multi,0.4801,214.9793
2996429,Single,0.8046,44.2786
2996802,Multi,0.7742,145.0944
2999028,Multi,0.7148,116.5273
2999485,Multi,0.9514,127.1241
3000107,Multi,0.7507,269.9344
3000488,Multi,0.9392,110.3898
3000551,Multi,0.7299,33.9058
3001788,Single,1.0000,42.2618
3002341,Multi,0.9163,17.9406
3005855,Multi,0.9857,131.8531
3009418,Multi,0.8173,88.6976
3012671,Multi,1.0000,349.2508
3015868,Multi,0.9204,49.3541
3023009,Multi,0.9728,24.1620
3025924,Multi,0.7932,246.0319
3027291,Multi,0.6301,152.3652
3027412,Multi,0.9893,72.8983
3031543,Multi,0.9440,328.5613
3044523,Single,0.2042,175.8571
3045168,Multi,0.8977,77.1570
3046772,Multi,0.4947,70.6454
3049683,Multi,0.9526,20.3586
3051823,Multi,0.9968,173.8091
3056066,Multi,0.8416,81.2214
3058100,Multi,0.8881,72.4179
3059828,Multi,0.9754,35.2717
3062149,Multi,0.7632,141.0765
3064897,Multi,0.9076,125.8824
3069617,Multi,0.9568,1203.1334
3071342,Multi,0.8915,1.2819
3071500,Multi,0.9377,1.3920
3071706,Multi,0.8936,13.8286
3075669,Multi,0.8889,208.1296
3075777,Multi,0.9081,95.1822
3075805,Multi,0.7799,79.0078
3076646,Single,0.5144,91.4019
3081169,Multi,0.7224,97.6316
3081709,Multi,0.7399,380.5753
3081764,Multi,0.9797,233.3872
3082442,"No Label",0.9679,138.0913
3083787,Multi,0.8643,61.3953
3085308,Multi,0.6618,89.6099
3086437,Multi,0.8055,123.0745
3086778,Multi,0.9759,93.0725
3087647,Multi,0.5627,165.2197
3092517,Multi,0.9022,132.5015
3092864,Multi,0.9339,114.5645
3094909,Multi,0.6340,485.2954
3097452,Multi,0.6288,62.5120
3098710,Multi,0.4130,104.8070
3102468,Multi,0.9291,191.4194
3103499,Multi,0.9269,110.3043
3105283,Multi,0.9385,178.1172
3105682,Multi,0.9980,141.0523
3107073,Multi,0.8019,91.1120
3111988,Multi,0.5301,110.0756
3112018,Multi,0.9976,226.3575
3112979,Multi,0.8678,198.6770
3113062,Multi,0.4348,55.1111
3114066,Multi,0.8103,149.7021
3114264,Multi,0.4312,88.2724
3115215,Multi,0.6376,252.9457
3122393,Multi,0.8945,48.7718
3122899,Multi,1.0000,197.6292
3123174,Single,0.5455,44.1742
3123478,Multi,0.6211,105.7589
3123774,Multi,0.9283,54.4111
3125280,Multi,0.9778,62.3279
3125817,Multi,0.8481,29.6695
3128083,Single,0.9871,92.1377
3132613,Multi,0.8820,106.2709
3132805,Multi,0.5408,67.2075
3133537,Multi,0.5967,86.8082
3133671,Multi,0.8874,87.7170
3136825,Multi,0.8258,85.3438
3136985,Multi,0.8333,100.9444
3140347,Multi,0.8818,258.9750
3143277,Multi,0.7472,82.6382
3143639,Multi,0.9657,37.5385
3149080,Multi,0.7291,191.2387
3149844,Multi,0.8161,93.3676
3150169,Multi,0.9623,64.2128
3150475,Multi,0.8466,59.2900
3159585,Multi,0.7914,160.8779
3160835,Multi,0.9737,54.3909
3164203,Multi,0.5702,111.5962
3164885,Multi,0.8602,139.8374
3166169,Multi,0.9342,3.7533
3167515,Multi,0.5879,178.8036
3168128,Multi,0.8791,288.6640
3169002,Multi,0.6935,28.5058
3169142,Multi,0.5235,62.8925
3169998,Multi,0.6062,37.3796
3170018,Multi,0.8831,46.2222
3170079,Multi,0.9748,114.2974
3173796,Multi,0.7444,248.5735
3175176,Multi,0.5511,143.9677
3178047,Multi,0.9299,31.9902
3179286,"No Label",0.6937,23.4416
3180362,Multi,0.9488,81.7358
3181271,Multi,0.8920,104.1128
3193253,Multi,0.5699,67.7935
3194172,Multi,0.9471,23.5869
3195282,Multi,0.8227,100.9529
3196002,Single,0.8030,27.9897
3196495,Multi,0.8889,84.1912
3201615,Multi,0.9262,39.0133
3201792,Multi,0.8305,96.0918
3207342,Multi,1.0000,145.4925
3207718,Multi,0.9447,212.7485
3208949,Multi,0.9576,57.6844
3209119,"No Label",0.9031,20.7768
3213595,Single,0.9383,29.3005
3213843,Multi,0.7828,0.0000
3214055,Multi,0.8762,125.5067
3214765,Multi,0.7718,42.5323
3215302,Multi,0.7426,106.9360
3215919,Single,0.4821,90.1330
3216385,Multi,0.9696,110.0201
3217210,Multi,0.8744,168.5165
3217567,Multi,0.9430,158.4949
3218707,Multi,0.7379,240.2936
3219054,Multi,0.8141,193.3468
3219077,Multi,0.9751,105.7045
3219349,Multi,0.7145,50.5748
3219538,Multi,0.7263,130.4568
3221881,Multi,0.9859,26.7029
3222663,Multi,0.7787,112.3811
3224154,Multi,0.6818,150.1083
3224765,Multi,0.5404,120.9395
3226675,Multi,0.5145,85.1282
3227303,Multi,0.4895,46.5641
3228357,Multi,0.7667,149.0920
3228360,Multi,0.4397,73.8286
3230576,Multi,0.9174,81.4927
3231545,Multi,0.7319,41.0138
3234567,Multi,0.7593,345.2401
3235795,Multi,0.8999,930.7739
3236008,Single,0.9361,12.8547
3236571,Multi,0.9380,59.1355
3237931,Multi,0.6051,128.3682
3238214,Multi,0.7826,90.8538
3238991,Multi,1.0000,119.5556
3240873,Multi,0.8699,388.3780
3240896,Single,0.6412,132.0189
3245727,Multi,0.8850,67.2299
3254365,Multi,0.7557,124.7340
3257571,Multi,0.9398,106.6040
3259729,Multi,0.9093,126.7080
3260585,Multi,0.8377,6.7099
3261062,Multi,0.8582,114.5565
3261474,Multi,0.8651,137.1616
3261853,Multi,1.0000,609.7755
3262675,Single,0.9599,225.8825
3263294,Multi,0.8332,223.8140
3263334,Multi,0.7068,190.5310
3264228,Multi,0.7722,91.8622
3265286,Multi,0.6637,105.4656
3266636,Multi,0.8005,62.8876
3276139,Multi,0.6378,149.1543
3276565,Multi,0.7920,234.9441
3279905,Multi,0.8427,105.8933
3280736,Multi,0.6159,49.8557
3280997,Single,0.8096,203.1063
3281689,Multi,0.9354,54.2500
3282223,Multi,0.7419,97.0678
3283201,Multi,0.9426,80.8109
3283465,Multi,0.4652,28.6338
3283627,Multi,0.7747,109.9004
3286919,Multi,0.8661,29.4124
3287708,Single,0.8534,56.4646
3288264,Multi,0.9463,145.3028
3290134,Multi,0.8982,195.2767
3290370,Multi,0.9290,205.5029
3295198,Multi,0.8316,471.0822
3295526,Multi,0.9824,267.6657
3295661,Multi,0.6679,133.2114
3296255,Multi,0.6831,55.9277
3300396,Multi,0.5610,87.7029
3301115,Multi,0.8456,143.1623
3304945,Single,0.3393,117.5263
3307337,Multi,0.6195,46.1902
3307682,Multi,0.7713,77.9091
3308205,Multi,0.9807,91.1775
3314201,Multi,0.5373,206.0675
3317243,Multi,0.6895,232.1589
3325454,Multi,0.6943,144.2457
3328339,Multi,1.0000,236.8037
3328880,Multi,0.7619,60.1354
3329997,Multi,0.6447,215.4844
3331025,Multi,0.4136,147.7254
3331868,Multi,0.7442,220.9313
3345751,"No Label",0.5472,238.0812
3346024,Single,0.5857,174.3026
3347708,Multi,0.9377,134.1835
3351270,Multi,0.9069,91.7421
3354167,Multi,0.9690,24.1446
3355324,Multi,0.9571,113.8034
3358082,Multi,1.0000,27.2720
3360645,Multi,0.9419,45.6689
3360659,Single,0.7590,72.2103
3363164,Multi,0.6408,75.0330
3364545,Multi,0.6675,122.1294
3366056,Multi,0.9380,85.2769
3368827,Multi,0.7815,50.3161
3371392,Multi,0.5385,95.0214
3372543,Multi,0.8895,80.8737
3372551,Multi,0.8439,125.8877
3377196,Multi,0.9598,155.1676
3377587,Multi,0.5741,130.1951
3381757,Multi,0.9332,78.3313
3382354,Multi,0.7918,70.5008
3383897,Multi,0.5112,64.4125
3386856,Multi,0.7189,176.4084
3388388,Multi,0.8933,67.4704
3388744,Multi,0.8858,82.5786
3389657,Multi,0.6040,279.4333
3391191,Multi,0.6280,144.2668
3391969,Multi,0.8151,211.1463
3392659,Multi,0.6284,95.0732
3394187,Multi,0.8159,112.6394
3403301,Multi,0.9147,102.5478
3406875,Multi,0.8423,302.8943
3408538,Multi,0.9590,79.5769
3411703,Multi,0.9552,73.8049
3412911,Multi,0.8599,82.7218
3414374,Multi,0.9179,13.1064
3415286,Multi,0.7137,146.9284
3416802,Multi,0.7562,94.4662
3419130,Multi,0.9362,41.2989
3419658,Multi,0.9061,24.6555
3421664,Multi,0.9834,29.5126
3421844,Multi,0.7887,70.1767
3424853,Multi,0.9893,12.5806
3426084,Single,0.8575,47.2041
3426619,Multi,0.4172,122.0992
3426666,Multi,0.7816,111.2715
3432779,Multi,0.8963,107.7358
3433269,Multi,0.7101,63.1685
3433816,Multi,0.5961,38.5137
3434493,Multi,0.7452,101.3214
3434662,Single,0.9699,56.3760
3439790,Multi,0.9814,25.3924
3441635,Single,0.9199,358.0833
3446481,Multi,0.9314,94.6437
3446487,Multi,0.9167,44.2215
3446923,Multi,0.9027,112.2198
3447003,Single,0.9906,12.9128
3447315,Multi,0.9684,9.2680
3449625,Multi,0.9858,11.5111
3449831,Multi,0.9383,40.2588
3450320,Multi,0.8921,60.9163
3450640,Multi,0.9029,144.3386
3451883,Single,0.9522,68.0618
3452582,Multi,0.9003,33.3236
3452595,Multi,0.8648,144.2448
3453176,Multi,0.8822,77.9215
3453435,Multi,0.7841,85.3798
3456741,Multi,0.8362,45.5816
3456784,Multi,0.9167,139.7727
3457973,Multi,0.3533,53.9231
3458693,Single,0.9967,221.4515
3458713,Multi,0.8203,128.1725
3458955,Multi,1.0000,373.1556
3459232,Multi,0.8817,102.8978
3459504,Multi,0.8114,144.8773
3460145,Multi,0.8414,108.8307
3460208,Single,0.8545,116.5000
3460438,Multi,0.9883,673.6052
3461239,Multi,0.6322,81.3136
3466868,Multi,0.7030,42.3310
3467621,Multi,0.6995,117.4414
3468238,Multi,0.6108,78.6525
3470930,Multi,0.8592,51.2678
3473917,Multi,0.7895,39.5840
3475441,Multi,0.7499,84.4069
3476000,Multi,0.7727,185.2983
3482215,Multi,0.4688,148.1646
3485724,Multi,0.9275,22.7202
3486479,Multi,0.9908,59.0669
3486862,Multi,0.8397,14.5477
3487422,Multi,0.9624,82.0597
3487748,Single,0.9666,69.0029
3489697,Multi,0.9158,112.2297
3489766,Multi,0.8319,75.7021
3489912,Multi,0.7457,64.6951
3496361,Multi,0.9405,88.3333
3497246,Multi,0.9023,81.5318
3499960,Multi,0.6533,42.6020
3502929,Single,0.5000,88.2302
3506517,Multi,0.8283,166.1220
3509777,Single,0.8163,108.7600
3511505,Multi,0.8768,260.1690
3512339,Single,0.8960,117.6172
3513117,Multi,0.6939,12.5441
3513780,Multi,0.7055,72.7339
3521067,Multi,0.9366,39.0876
3521399,Multi,0.9848,123.2709
3525817,Multi,0.7438,62.8815
3532384,"No Label",0.7748,73.9278
3533705,Multi,0.8839,66.9975
3535915,Single,0.9176,45.5625
3536183,Multi,0.5355,130.3070
3538380,Multi,0.9959,28.9545
3540281,Multi,0.7059,46.3438
3540621,Multi,0.9672,34.2679
3541077,Single,0.7195,256.0275
3544340,Multi,0.8772,241.3155
3544678,Multi,0.2836,87.7179
3545252,Multi,0.9106,54.9860
3546684,Multi,0.7718,119.5806
3552408,Multi,0.9915,17.8106
3561417,Multi,0.8573,145.3476
3568123,Multi,0.7436,25.6368
3569231,Single,0.4861,48.7951
3569675,Multi,0.7270,169.1584
3572704,Multi,0.8199,94.4900
3573105,Multi,0.9788,98.8638
3573111,Multi,0.6985,170.5307
3573488,Multi,0.4933,70.4324
3574610,Multi,0.8191,155.1583
3575127,Multi,0.7603,67.3261
3577831,Single,0.6211,169.5619
3582526,Multi,0.9413,139.8052
3583369,Multi,0.8055,22.5467
3586063,Multi,0.7917,51.8070
3591994,Multi,0.4474,91.5588
3593169,Multi,0.8658,74.8734
3594291,Multi,0.7314,57.9475
3595258,Multi,0.7432,48.2545
3596049,Multi,0.6940,107.4964
3596605,Multi,0.6967,86.2190
3597623,Multi,0.8191,124.1968
3598168,Multi,0.8602,139.6716
3600855,Multi,0.9697,147.2266
3601879,Multi,0.9505,103.0879
3602346,Single,0.5793,73.0119
3603199,Multi,0.9193,61.7280
3603814,Multi,0.9825,49.5853
3603847,Multi,0.8445,119.5451
3608201,Multi,0.9842,213.8394
3608376,Multi,0.6192,170.2762
3610472,Multi,0.8507,76.4035
3610783,Multi,0.6687,74.3288
3611436,Multi,1.0000,211.0914
3613362,Multi,1.0000,344.3788
3615028,Single,0.9138,56.5457
3619728,Multi,0.7069,60.9695
3622364,"No Label",0.5882,99.4176
3629468,Multi,0.9776,145.3252
3630462,Multi,0.8789,103.9946
3630585,Multi,0.8499,131.1798
3631279,Multi,0.5764,51.8744
3632241,Multi,0.9075,73.9441
3635284,Multi,0.8873,319.7928
3635801,Single,0.7862,55.6355
3638506,"No Label",0.4255,76.0769
3638745,Multi,0.9355,105.4577
3642978,Multi,0.9347,47.3188
3646378,Multi,0.7385,140.4583
3648248,Multi,0.8919,117.0798
3651442,Multi,0.9114,148.9595
3654127,Multi,0.7300,32.4553
3658884,"No Label",0.9500,79.2584
3659045,Multi,0.9451,379.3761
3662970,Multi,0.7253,103.3564
3664356,Multi,0.5742,178.8100
3664437,Multi,0.6847,92.4158
3665828,Multi,0.8407,226.9513
3666144,Multi,0.8636,103.2078
3666152,Multi,1.0000,184.4809
3667131,Multi,0.8283,73.7927
3669274,Multi,0.9441,120.1570
3669291,Multi,0.9982,181.9116
3671191,Multi,0.6245,159.8806
3671423,Multi,0.7198,44.1557
3674524,Multi,0.9514,124.4760
3676758,Multi,0.8420,179.3172
3677815,Multi,0.8709,150.7681
3679498,Multi,0.8106,86.0272
3690496,Multi,1.0000,120.8203
3693665,Multi,0.9935,50.8426
3694260,Multi,0.8728,125.8817
3696205,Multi,0.8553,78.3120
3696500,Multi,0.9516,95.3051
3696723,Multi,0.9898,40.6555
3696763,Multi,0.9981,9.5720
3701206,Multi,0.8616,26.6984
3702766,Multi,0.8157,48.5048
3705392,Multi,0.9947,10.3887
3710497,Multi,0.7154,47.2348
3714509,"No Label",0.9983,5.1903
3714628,Multi,0.8421,83.5052
3719960,Multi,0.9244,71.6455
3720099,Single,0.8791,60.5608
3720212,Multi,0.6492,96.5532
3720897,Multi,0.9302,69.4946
3721742,Single,0.7841,132.3090
3722347,Multi,0.9363,142.8704
3722759,Multi,0.9251,143.8142
3725834,Single,1.0000,52.7452
3729843,Multi,0.7821,102.0781
3739051,Multi,0.8374,48.2861
3742671,Multi,0.9310,78.4720
3746639,Multi,0.9204,102.2200
3747964,Multi,0.7279,101.1229
3750617,Multi,0.8166,275.0974
3751450,Multi,0.8698,85.6299
3754958,Multi,0.7793,77.4511
3755534,Multi,0.8376,149.9670
3757508,Multi,0.8138,205.0898
3758090,Multi,0.9558,449.5707
3759006,Multi,0.7575,261.0603
3759422,Multi,0.8854,83.2848
3767961,Single,1.0000,38.2306
3770252,Multi,0.7548,105.0392
3773948,Multi,0.9312,47.5720
3775181,Multi,0.8829,34.3768
3776530,Multi,0.7484,54.7328
3779454,Multi,0.9967,209.2074
3780176,Multi,0.4581,236.5931
3783742,Multi,0.6498,53.2695
3785263,Multi,0.9604,101.1094
3792245,Single,0.7009,158.1333
3795273,Multi,0.6922,30.5969
3796031,Multi,0.6429,144.0483
3797269,Multi,0.9626,35.2231
3799229,Multi,0.4241,129.0338
3799380,Multi,0.7412,149.7629
3799531,Multi,0.9176,96.0240
3799981,Multi,0.7551,200.0396
3801231,Multi,0.6348,124.6096
3806812,Multi,0.9356,396.2411
3807912,Multi,0.4609,50.9915
3808163,Multi,0.8958,139.8255
3808946,Multi,0.9036,58.4738
3811460,Multi,0.9001,198.7406
3814375,Single,0.6308,44.6529
3815119,Multi,0.9862,190.2297
3815595,Multi,0.9815,14.8859
3815757,Multi,0.8781,103.8380
3817511,Multi,0.9506,25.7622
3818682,Multi,0.6765,106.9348
3819334,Multi,0.7384,54.4173
3819597,Multi,0.6576,97.0000
3820520,Multi,0.9958,127.4703
3820956,Multi,0.8269,69.8114
3825551,Multi,1.0000,91.2962
3825774,Multi,0.9067,131.1187
3827217,Single,0.9677,88.6333
3828093,Multi,0.9948,20.7001
3828904,Single,0.3527,77.5176
3829078,"No Label",0.7706,27.0685
3829786,Multi,0.8884,100.3532
3830632,Multi,0.9038,78.6464
3832678,Multi,0.8468,127.6622
3838206,Multi,0.8208,212.0873
3838636,Multi,0.9258,150.6794
3839613,Multi,0.9070,25.0872
3839922,Multi,0.6331,222.9469
3844185,Multi,0.5202,155.8676
3845224,Multi,0.8459,20.6761
3845550,Multi,0.8660,137.8071
3845557,Single,0.8359,168.2815
3845948,Multi,0.9973,11.3271
3849206,Multi,0.8944,146.5450
3850251,Multi,0.8902,107.0828
3852613,Multi,0.9516,4.7677
3853693,Multi,0.8780,79.2510
3859094,Multi,0.9720,30.4506
3863843,"No Label",0.7746,52.4424
3865410,Multi,0.5913,196.8676
3870950,Multi,0.8915,40.5993
3890188,Multi,0.8339,77.8074
3892558,Multi,0.1767,107.2800
3892793,Multi,0.7827,35.6085
3899696,Multi,0.7855,43.5757
3900838,Multi,0.7911,185.0599
3901398,Multi,0.9427,61.0561
3903455,Multi,0.7600,77.0409
3905191,Multi,0.9477,88.1863
3906332,Multi,0.8914,166.7579
3908411,Multi,1.0000,94.5899
3908715,Multi,0.9522,18.0849
3908795,Multi,0.9927,59.2930
3910837,Multi,0.9035,86.7516
3912406,Multi,0.8870,85.4953
3912921,Multi,0.8803,299.0880
3912978,Multi,0.6289,62.7800
3916873,Multi,0.9059,147.4329
3919166,Multi,0.9345,181.9742
3922959,Multi,0.8560,33.5217
3925251,Multi,0.8932,158.5217
3928911,Multi,0.7415,62.5187
3929150,Multi,0.9265,41.5850
3930272,Multi,0.7237,49.0242
3931455,Multi,0.6435,86.9307
3933724,Multi,0.8655,108.0837
3936090,Multi,0.9419,87.4554
3936540,Single,0.6802,48.3653
3936890,Multi,0.9560,72.0972
3937397,Multi,0.8908,192.0463
3937460,Multi,0.7438,71.5665
3938909,Single,1.0000,34.2332
3938912,Multi,0.8645,13.0108
3940032,Multi,0.8395,496.3754
3940752,Multi,0.6304,131.4353
3941616,Single,0.9918,223.8849
3943580,Multi,0.7420,166.5430
3944317,Multi,0.8346,151.8881
3945709,Multi,0.8350,125.9194
3946031,Multi,0.6923,128.6032
3947051,Multi,0.7306,128.9332
3947060,Multi,0.7164,76.7102
3947065,Multi,0.8257,107.5016
3955504,Multi,0.8108,81.9222
3959248,Multi,0.6192,83.7299
3963440,Multi,0.7329,39.4455
3964704,"No Label",0.7744,50.9244
3967686,Multi,0.9164,62.5913
3974953,Multi,0.7829,95.7493
3976047,Multi,0.8805,58.3377
3977527,Multi,0.9472,106.4918
3996066,Multi,0.6587,217.4508
3997492,Single,0.4932,72.8148
4002014,Multi,0.7599,113.2413
4002462,Single,0.3950,69.7234
4003838,Multi,0.7901,77.5744
4004190,Multi,0.5344,160.8636
4008321,Multi,0.9326,40.8135
4013121,Multi,0.9439,7.6790
4014468,Single,0.4731,103.9730
4025499,Multi,0.7074,81.3664
4026562,Multi,0.8684,58.9027
4026568,Multi,0.9408,19.0597
4026878,Multi,0.9024,69.9455
4027336,Multi,0.9188,93.6633
4027957,Multi,0.7029,176.0221
4029221,Multi,0.9991,353.6913
4030126,Multi,0.7965,36.6116
4032479,Multi,0.9801,105.1647
4034386,Multi,0.5461,108.8012
4035155,Multi,0.7661,65.5689
4035845,Multi,0.9311,74.0213
4036049,Multi,0.9854,62.0297
4036099,Multi,0.8152,454.3133
4037534,Multi,0.9252,85.2757
4043887,"No Label",0.7250,80.3990
4044687,Multi,0.9435,642.9124
4045081,Multi,0.9828,33.6491
4045879,Multi,0.7966,135.3896
4046052,Multi,0.6931,22.4167
4046276,Single,0.6982,39.9548
4046993,Multi,0.9431,107.5560
4051427,Multi,0.7605,141.9329
4051523,Multi,0.8886,95.0673
